,0
0,-1.2945629121257107
1,-1.0749568476009759
2,-0.8612860821174495
3,-0.7418381889131169
4,-0.6387123680721096
5,-0.8204809012091372
6,-0.8115779526473237
7,-0.6179388214278783
8,-0.4361702882908507
9,-0.3300768179292382
10,-0.21433848662566132
11,-0.007344932563495439
12,0.11803825968204583
13,0.256775874770308
14,0.49567166117897227
15,0.5839592344169569
16,0.7775983656364027
17,1.2628090622552435
18,1.9995280557453188
19,2.354904085837711
