"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.4511,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.4317,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",101.2742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",101.0102,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.8542,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.8906,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.0846,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.2461,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.4135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.5471,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.3627,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.93572,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.53837,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.62988,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",100.0109,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.288,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.3593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.281,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.1968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.1274,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",100.0541,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.98871,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.90249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.79126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.76181,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.70989,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.63847,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.56525,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.44972,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.26637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.12022,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.99702,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.90934,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",99.0199,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.44036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.1208,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.5738,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.6373,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.4556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.2708,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.1715,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.1334,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.1182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.1123,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.1415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.2769,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.6061,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",101.0974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.4156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.4404,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",101.2378,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",101.0352,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.846,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.6727,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.5515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.4367,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.3221,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.3557,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.6657,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.1823,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.4721,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.3766,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",101.0113,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.7166,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.5569,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.4713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.4324,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3885,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.3018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.1925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.0811,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.95352,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.87228,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.81538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.7576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.72731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.71993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.72821,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.74958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.77791,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.7821,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.67777,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.3231,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.76747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.31745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",97.93731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.55464,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.29614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.14837,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.07184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.00441,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",96.93784,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",96.84083,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",96.72555,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",96.60032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",96.4405,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.31366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.25072,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.22834,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.23189,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.27782,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.4101,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",96.50996,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",96.59667,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.72777,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.76791,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.69095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.53976,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.50325,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.63435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.88659,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.98289,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.88535,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.69887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.47999,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.27892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",96.06973,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.95133,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.92357,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",96.00562,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",96.11935,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.29604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.56268,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.76522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.87954,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.95323,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.99129,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",97.02686,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",97.08307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.13757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.21066,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.31075,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.3614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.38983,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.47639,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.58171,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.74889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.99819,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.15987,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.20241,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.21521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.36605,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.74391,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.35253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.73252,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.86878,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.85384,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.85263,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",99.97307,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.2095,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3801,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.5545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.9604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.1439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.3776,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.5004,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.4882,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3754,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3526,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.3027,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.2134,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.1253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.0925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1394,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.1649,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.1974,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.2404,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",101.2395,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.1119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.9345,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.7254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4912,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3641,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.446,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6757,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.7474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.7034,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.7041,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.7398,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.8028,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8668,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.939,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.8984,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.9662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.0832,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.2195,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4448,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.7779,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.7614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.727,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.668,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.7141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.8096,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.9019,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",102.0188,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.1337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.2069,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.1865,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.065,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8631,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.7551,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.6211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.4678,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.2537,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6967,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4795,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.2596,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.90374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.93964,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",100.1523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.2245,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.2346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.1361,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.95039,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.80701,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.76862,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.74329,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.78284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.80489,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.75549,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.74587,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.84196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.92964,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",100.0662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.2772,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.391,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.4054,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.3156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.1007,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.85588,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.70492,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.65459,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.58706,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.48338,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.37558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.29147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.36247,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.50341,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.74584,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.92383,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.95129,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",100.005,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.9628,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.97096,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.1108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3761,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.6055,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.7659,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.8529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.9184,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",101.0264,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",101.0868,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101.0216,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.9499,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.849,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8425,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.9549,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.0311,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.9998,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.9993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9753,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9855,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.1069,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.21,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.2702,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1778,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.9237,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6916,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.5058,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.3621,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3847,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.5371,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.6854,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.8366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.9897,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1577,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.3017,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.292,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4137,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.5372,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.6147,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.685,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.6725,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.6923,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.76,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.844,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.9417,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.9527,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.927,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.9413,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.9649,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.0491,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.0577,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.114,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.0877,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.9856,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.7041,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.3327,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0754,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.044,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.0392,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.9713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.8948,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.9705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.0961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.2434,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.4199,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.6737,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.9604,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.1923,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.2261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2517,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.2824,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.273,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.2775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.256,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.2001,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.1546,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.0711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.0556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0913,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.1551,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.0806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.8699,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.5372,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.1891,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.9104,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.7216,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.598,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.4135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.3233,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2704,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.2632,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.2841,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.499,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.8751,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.2261,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2551,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0837,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7616,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.4374,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.118,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.8484,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.62666,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.48593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.45628,
