"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1990-08",101.5658,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.7093,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4684,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.5984,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1990-12",100.7225,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-01",100.6524,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-02",101.0219,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-03",101.5312,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-04",101.7293,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-05",101.8817,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-06",101.8447,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-07",101.7567,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-08",101.6528,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-09",101.5814,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-10",101.3429,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-11",100.9824,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1991-12",100.5785,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-01",100.351,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-02",100.1937,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.9017,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.61006,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.32674,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-06",98.94327,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-07",98.20902,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-08",97.31135,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-09",96.79485,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-10",96.54813,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-11",96.54514,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1992-12",96.61405,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-01",96.74951,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-02",96.87502,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-03",97.12904,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-04",97.51465,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-05",97.64555,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-06",97.28781,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-07",96.9315,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-08",96.43427,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-09",96.27682,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-10",96.14931,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-11",96.06419,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1993-12",96.17461,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-01",96.38183,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-02",96.87112,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-03",97.31441,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-04",97.78609,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-05",98.40405,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-06",99.0266,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-07",99.53378,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-08",99.96356,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.2576,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.2812,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.2876,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.1362,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-01",99.79182,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-02",99.50395,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-03",99.30831,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-04",99.31462,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-05",99.34024,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-06",99.26912,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-07",99.27918,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-08",99.43564,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-09",99.54047,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-10",99.56605,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-11",99.74711,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.0212,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3814,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.5745,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.696,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6879,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.6385,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.4819,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.2159,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.1143,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.1504,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.4075,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.762,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2439,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.6268,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.6767,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.7237,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.8825,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-05",102.1451,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-06",102.5316,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.7431,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-08",102.815,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-09",102.6527,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-10",102.5496,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-11",102.6193,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.7573,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.9093,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-02",103.0172,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-03",103.0638,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-04",103.0773,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-05",103.1129,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-06",103.1265,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-07",103.1646,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-08",103.2939,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-09",103.4794,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-10",103.6793,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-11",103.8286,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1998-12",103.8359,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-01",103.743,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-02",103.6054,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-03",103.4442,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-04",103.3002,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-05",103.2821,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-06",103.4016,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-07",103.5353,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-08",103.6421,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-09",103.7425,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-10",103.8675,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-11",103.8462,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","1999-12",103.7706,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-01",103.8484,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-02",104.0009,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-03",104.0662,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-04",103.9557,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-05",103.7574,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-06",103.622,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-07",103.511,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-08",103.3045,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.9961,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.8433,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.8893,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.9747,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-01",103.0578,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-02",103.0438,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-03",102.9274,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-04",102.6657,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-05",102.4916,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-06",102.3605,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-07",102.2931,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-08",102.3377,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-09",102.3567,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-10",102.3753,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-11",102.2537,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2001-12",102.0897,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-01",101.9188,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.8223,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.7043,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.6133,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.4948,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-06",101.2545,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-07",101.0449,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-08",101.0001,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-09",101.1358,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-10",101.0579,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.7529,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2002-12",100.217,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.95784,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.95618,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-03",100.1221,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-04",100.4653,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8165,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-06",101.0466,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-07",101.1088,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-08",101.1454,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-09",101.1172,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.9909,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.9929,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.0041,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.0083,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.0806,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.1863,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-04",101.2779,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.2169,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0195,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.8899,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.7707,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.7821,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.9196,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.0141,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.0446,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-01",100.9588,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.8399,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.7388,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.7374,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.7684,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.8137,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.8446,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.8334,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.7506,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.6036,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.4079,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.3613,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.2254,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.1306,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.122,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.1418,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.0655,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.99223,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.0389,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.1895,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.3603,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.6148,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7121,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.5827,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.3719,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.2883,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.2802,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.2602,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.3101,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.4192,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.4352,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.1511,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.71123,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.22063,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.67926,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.16334,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-01",97.86095,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-02",97.66061,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.34115,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-04",96.60356,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-05",95.559,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-06",94.53901,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-07",94.04411,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-08",93.99333,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-09",93.85384,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-10",93.56283,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-11",93.38602,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2008-12",93.22507,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-01",93.10352,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-02",93.15915,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-03",93.90601,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-04",94.94232,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-05",96.00211,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-06",96.762,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.27081,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.47073,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-09",97.47533,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.51012,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.62704,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2009-12",97.83816,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-01",97.83024,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-02",97.54043,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-03",97.1923,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-04",96.82687,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-05",96.31357,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-06",95.94041,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-07",96.05615,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-08",96.57234,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-09",96.95991,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-10",96.99761,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-11",96.80601,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2010-12",96.55679,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-01",96.49582,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-02",96.65839,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-03",96.81779,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-04",96.9972,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-05",97.28212,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.44433,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.41568,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-08",97.15401,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.92471,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-10",96.8317,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-11",96.93437,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2011-12",96.77854,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-01",96.22115,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-02",95.61416,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-03",95.04122,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-04",94.61546,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-05",94.34989,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-06",94.16168,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-07",93.65993,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-08",93.06458,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-09",93.00557,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-10",93.23534,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-11",93.41853,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2012-12",93.60475,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-01",93.98922,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-02",94.27683,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-03",94.56236,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-04",94.76177,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-05",95.00121,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-06",95.52994,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-07",96.25611,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-08",96.86436,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-09",97.29808,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-10",97.37591,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-11",97.48215,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-12",97.67397,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.96861,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.23583,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.57776,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.86493,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.18123,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.50862,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.66376,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.75747,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.70235,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.59686,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.66796,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.208,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.9698,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.5538,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.9951,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.1797,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.0778,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.9239,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.8979,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.0256,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.289,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.6113,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.9023,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-12",103.0175,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.6917,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.2667,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.8373,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.5634,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.3972,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.3566,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.3269,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.4939,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.7279,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-10",102.0346,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-11",102.2652,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-12",102.3154,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.2318,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.1621,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.3258,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.5787,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.7825,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.9457,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-07",103.1041,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-08",103.1856,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-09",103.161,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-10",103.0468,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.9297,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-12",102.8558,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-01",102.7234,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.4408,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.171,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-04",102.2496,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-05",102.4984,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-06",102.7656,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.7329,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.4352,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.0684,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.9222,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.9313,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.9346,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.0311,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.2113,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.4291,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.4223,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.5058,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.5389,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.2349,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-08",101.8313,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.3811,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.9326,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.6698,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.5462,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.4355,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.94518,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.50011,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.47855,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-05",95.70197,
